"Name","US foreign relations"
"Title","US involvement in other countries' armed conflicts"
"Date","June 25, 2024 at 03:56 PM (GMT)"
"Duration","02:10:51"
"Participants","323"
"Participant Limit","350"
"Total Screener Polls","3"
"Total Conversation Questions","6"

""
""
"","","Participant Id","Sample Provider Id","What political party do you most identify with?","What is your age?","What best describes the region you live in?","Do you believe that defending human rights globally should be a goal of American policy?","Please explain why you chose this answer (please be as specific as you can).","Sentiment","All (%agree)","What are the reasons that you think some people would/might disagree with you?","Sentiment","All (%agree)","When is a time that you supported the U.S. getting involved in another country?","Sentiment","Categories","When is a time that you did NOT support the U.S. getting involved in another country?","Sentiment","Categories","What actions, if any, should the U.S. take in the Democratic Republic of the Congo? Please explain your reason(s) for your answer.","Sentiment","All (%agree)","Muted"
"","","554c609d-2bc5-4463-8779-9f048d944bf9","","Republican","55-64","Rural","Yes","Because the United States was founded on principles of liberty and justice for all. Promoting human rights globally aligns with these core values.","Neutral","68%","Some may argue it's not the U.S.'s place to interfere in other countries' internal affairs.","Neutral","69%","World War two when after Pearl Harbor, the U.S. formally entered the war alongside the Allied forces to defeat these fascist powers and liberate occupied nations.","Neutral","Uncategorized","I didn't support the U.S. involvement in Vietnam which was a long and costly war with a very high human cost.

","Negative","Uncategorized","The U.S. could work with regional partners to promote fair resource management and tackle corruption.","Neutral","51%","False"
"","","bd22b590-6418-4737-9a50-b5bd303e57d2","","Other/Independent","65+","Rural","Don't know","I have no way of knowing what is really going on in other countries","Neutral","40%","Because of their beliefs, their education and where they have lived in the world and the experience it has provided","Positive","27%","I have never support using military for making war","Neutral","Uncategorized","I have never not supported the government on their actions of foreign policy","Negative","Uncategorized","I do not know never been to the Congo","Neutral","54%","False"
"","","8e8758a7-f9e5-455e-9810-352f2f659451","","Other/Independent","65+","Suburban","Don't know","Each conflict has different reasons for the conflict so I would want to know more before I make a decision.

 

","Neutral","45%","If they disagree, that's their opinion. I, myself, can't understand why anyone woukd not need more information before agreeing.","Negative","44%","When the agressor is harming innonent people and when they are attempting to broaden their intentions on other countries.","Negative","Uncategorized","I can't remember a time when I disagreed","Neutral","Uncategorized","I really don't know except increasing tge sanctions","Neutral","53%","False"
"","","f8862591-2d78-4d09-8e08-3ff7f3217886","","Republican","55-64","Rural","Yes","because it is always right to do","Positive","68%","because we should focus on our own problems","Negative","76%","i have not supported this unless it was to help them with food","Negative","Uncategorized","when they are spending to much money","Negative","Uncategorized","i dont think they should be getting invovled","Negative","51%","False"
"","","12d0a0fe-590f-46ca-ab4a-5f0d97c11d8e","","Other/Independent","65+","Suburban","Yes","As a more powerful country, we are in a position to defend human rights and stand up for what is right, within reason.","Neutral","69%","Because our nation is struggling, some may feel that the US should take care of its own first and I agree with that. There needs to be a balanced approach to helping other nations and taking care of our own.","Neutral","79%","I do so with my tax dollars","Neutral","Uncategorized","vietnam","Neutral","Uncategorized","I'm not informed enough to comment on this","Negative","56%","False"
"","","6a4c2c1c-58d0-40cf-943f-105844ac9112","","Other/Independent","55-64","Suburban","Yes","People in some countries are violated in inexcusable ways and require protection. Some countries allow their citizens to go without basic needs such as food and water while their leaders live the good life. ","Negative","70%","People have a right to their own opinion based on their own beliefs and ideals. I really have no idea why other people feel the way they do. ","Neutral","42%","I would support the US protecting the innocent lives being slaughtered as we speak by Israel. I do not support the US support being given to those committing genocide.","Negative","Uncategorized","Viet Nam and Iraq also Ukraine","Neutral","Uncategorized","While I do not have a lot of info on the situation it is hard for me to comment. Anytime children are being murdered under the pretense of war the US should do what they can to provide some level of protection.","Neutral","54%","False"
"","","f19b6764-47ca-4a0a-9a85-c586b24006de","","Other/Independent","55-64","Rural","No","I think the US should only deal with its own affairs and not get involved with other countries that are fighting with each other ","Negative","46%","We have problems in our own country that need to be taken care of. Poverty being number one. ","Neutral","77%","I have never thought the US should involve itself in other countries problems. The US needs to deal with its own problems first and then maybe help others.","Negative","Uncategorized","The US should take care of it's own issues first.","Negative","Uncategorized","That is a question that I would like the answer to also. Why did the US help the Ukraine and others but not the Democratic Republic of the Congo. ","Neutral","53%","False"
"","","28b9c66b-811b-4a63-bf1e-942e6a4c4745","","Republican","65+","Suburban","Yes","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","False"
"","","7d6a7d8c-0eab-4f75-b715-50cbc36f0151","","Republican","55-64","Urban","Yes","It has to do with the lives of people, therefore our country must support them.","Neutral","71%","The resources we must allocate to solve the issue.","Neutral","78%","When the country extended a helping hand or our trade route.","Neutral","Uncategorized","When there is not much we can do because of restrictions.","Neutral","Uncategorized","They should support them stop the ongoing conflict.","Neutral","51%","False"
"","","b1a01663-d54d-4e72-abc7-d6ea607f5a8a","","Republican","65+","Suburban","No","We cannot save everyone in the world.  This liberal administration is already giving too much money to other countries when we need to take care of our citizens first!  The Biden administration is obsessed with control, and are spending trillions we do not have on things like paying off student debt for wealthy kids, and giving money to people who refuse to work.  Also, funding illegal immigrants with shelter, food, and services when we do not have enough to handle the problems with our own","Negative","45%","They have no idea what is going on and want to save every human in the world, yet they are ok with abortion.  Go figure that out.","Neutral","25%","Right now is not a good time.  We are overspending and it is insane.  We cannot help other nations right now.  Spending money on global warming for the whole world is a joke.  Stop spending.  We need a new administration who has a clue when to stop spending.  Which is not the Biden administration.","Negative","Uncategorized","Right now is a bad time because we are overspending and there seems to be no end.","Negative","Uncategorized","None.  We do not have the money to help other countries right now.","Neutral","50%","False"
